,Estimator,rep,n,p,ratio,Bias
360,OLS-Prop,1,1000,0.05,1.3333333333333333,-0.1874054383255011
361,OLS-Num,1,1000,0.05,1.3333333333333333,0.14736953611341316
362,Diff-Means-Stnd,1,1000,0.05,1.3333333333333333,-0.5946354266364852
363,Diff-Means-Frac,1,1000,0.05,1.3333333333333333,-0.6954661044498073
364,Graph-Agnostic,2,1000,0.05,1.3333333333333333,0.36671962564657457
365,Graph-Aware,2,1000,0.05,1.3333333333333333,0.3113869801874182
366,Graph-Agnostic-VR,2,1000,0.05,1.3333333333333333,0.03539365579285954
367,OLS-Prop,2,1000,0.05,1.3333333333333333,-0.1841096901885953
368,OLS-Num,2,1000,0.05,1.3333333333333333,0.07386248899291364
369,Diff-Means-Stnd,2,1000,0.05,1.3333333333333333,-0.6240101197578604
370,Diff-Means-Frac,2,1000,0.05,1.3333333333333333,-0.7005308472072316
371,Graph-Agnostic,3,1000,0.05,1.3333333333333333,-0.3144828638213901
372,Graph-Aware,3,1000,0.05,1.3333333333333333,-0.29041633559143987
373,Graph-Agnostic-VR,3,1000,0.05,1.3333333333333333,-0.07362549165052731
374,OLS-Prop,3,1000,0.05,1.3333333333333333,-0.301278571508248
375,OLS-Num,3,1000,0.05,1.3333333333333333,-0.020576886823018
376,Diff-Means-Stnd,3,1000,0.05,1.3333333333333333,-0.6270619115100321
377,Diff-Means-Frac,3,1000,0.05,1.3333333333333333,-0.7339829593079948
378,Graph-Agnostic,4,1000,0.05,1.3333333333333333,0.015621107346673716
379,Graph-Aware,4,1000,0.05,1.3333333333333333,0.051773315578474824
380,Graph-Agnostic-VR,4,1000,0.05,1.3333333333333333,0.03634806872109557
381,OLS-Prop,4,1000,0.05,1.3333333333333333,-0.2181605997860964
382,OLS-Num,4,1000,0.05,1.3333333333333333,0.0513137309276627
383,Diff-Means-Stnd,4,1000,0.05,1.3333333333333333,-0.556014573528645
384,Diff-Means-Frac,4,1000,0.05,1.3333333333333333,-0.6855166314432466
385,Graph-Agnostic,5,1000,0.05,1.3333333333333333,0.12017891578844726
386,Graph-Aware,5,1000,0.05,1.3333333333333333,0.13413048623812618
387,Graph-Agnostic-VR,5,1000,0.05,1.3333333333333333,0.037202699804117736
388,OLS-Prop,5,1000,0.05,1.3333333333333333,-0.19706105913081223
389,OLS-Num,5,1000,0.05,1.3333333333333333,0.09439512381311112
390,Diff-Means-Stnd,5,1000,0.05,1.3333333333333333,-0.548808846350551
391,Diff-Means-Frac,5,1000,0.05,1.3333333333333333,-0.6889456478528511
392,Graph-Agnostic,6,1000,0.05,1.3333333333333333,-0.22163102763500003
393,Graph-Aware,6,1000,0.05,1.3333333333333333,-0.20777198894364307
394,Graph-Agnostic-VR,6,1000,0.05,1.3333333333333333,0.1446602534779412
395,OLS-Prop,6,1000,0.05,1.3333333333333333,-0.24136861272830637
396,OLS-Num,6,1000,0.05,1.3333333333333333,0.25672933155603017
397,Diff-Means-Stnd,6,1000,0.05,1.3333333333333333,-0.5558009171655983
398,Diff-Means-Frac,6,1000,0.05,1.3333333333333333,-0.6739902144412719
399,Graph-Agnostic,7,1000,0.05,1.3333333333333333,-0.058865234494800134
400,Graph-Aware,7,1000,0.05,1.3333333333333333,-0.07751027798227479
401,Graph-Agnostic-VR,7,1000,0.05,1.3333333333333333,0.0012071973459572805
402,OLS-Prop,7,1000,0.05,1.3333333333333333,-0.268095310701163
403,OLS-Num,7,1000,0.05,1.3333333333333333,0.17703351224591204
404,Diff-Means-Stnd,7,1000,0.05,1.3333333333333333,-0.5591349679906912
405,Diff-Means-Frac,7,1000,0.05,1.3333333333333333,-0.7207549345709098
406,Graph-Agnostic,8,1000,0.05,1.3333333333333333,0.12372388940310586
407,Graph-Aware,8,1000,0.05,1.3333333333333333,0.01720746216247521
408,Graph-Agnostic-VR,8,1000,0.05,1.3333333333333333,0.0033249012527731105
409,OLS-Prop,8,1000,0.05,1.3333333333333333,-0.244000312375484
410,OLS-Num,8,1000,0.05,1.3333333333333333,0.262563671530989
411,Diff-Means-Stnd,8,1000,0.05,1.3333333333333333,-0.524498256611724
412,Diff-Means-Frac,8,1000,0.05,1.3333333333333333,-0.7161418572623766
413,Graph-Agnostic,9,1000,0.05,1.3333333333333333,0.20218882994601106
414,Graph-Aware,9,1000,0.05,1.3333333333333333,0.2707957917671034
415,Graph-Agnostic-VR,9,1000,0.05,1.3333333333333333,0.054551605215799194
416,OLS-Prop,9,1000,0.05,1.3333333333333333,-0.15873461141937834
417,OLS-Num,9,1000,0.05,1.3333333333333333,0.08262177941458664
418,Diff-Means-Stnd,9,1000,0.05,1.3333333333333333,-0.5620467179414433
419,Diff-Means-Frac,9,1000,0.05,1.3333333333333333,-0.7056666731279587
420,Graph-Agnostic,10,1000,0.05,1.3333333333333333,0.22968488712462257
421,Graph-Aware,10,1000,0.05,1.3333333333333333,0.10709429226369131
422,Graph-Agnostic-VR,10,1000,0.05,1.3333333333333333,0.007938432069362603
423,OLS-Prop,10,1000,0.05,1.3333333333333333,-0.25658922151915603
424,OLS-Num,10,1000,0.05,1.3333333333333333,0.19757867129396964
425,Diff-Means-Stnd,10,1000,0.05,1.3333333333333333,-0.5621339498363949
426,Diff-Means-Frac,10,1000,0.05,1.3333333333333333,-0.7053961325453929
427,Graph-Agnostic,11,1000,0.05,1.3333333333333333,-0.023934712939234076
428,Graph-Aware,11,1000,0.05,1.3333333333333333,-0.01983791816653654
429,Graph-Agnostic-VR,11,1000,0.05,1.3333333333333333,-0.06147568551849444
430,OLS-Prop,11,1000,0.05,1.3333333333333333,-0.3096400408002443
431,OLS-Num,11,1000,0.05,1.3333333333333333,-0.06120119325101941
432,Diff-Means-Stnd,11,1000,0.05,1.3333333333333333,-0.5898966853100681
433,Diff-Means-Frac,11,1000,0.05,1.3333333333333333,-0.7215896413302157
434,Graph-Agnostic,12,1000,0.05,1.3333333333333333,0.024801853439947768
435,Graph-Aware,12,1000,0.05,1.3333333333333333,-0.0004151075561755243
436,Graph-Agnostic-VR,12,1000,0.05,1.3333333333333333,0.045716176979538614
437,OLS-Prop,12,1000,0.05,1.3333333333333333,-0.22119243550414278
438,OLS-Num,12,1000,0.05,1.3333333333333333,0.20436186373049656
439,Diff-Means-Stnd,12,1000,0.05,1.3333333333333333,-0.5034642093661931
440,Diff-Means-Frac,12,1000,0.05,1.3333333333333333,-0.6972073949270736
441,Graph-Agnostic,13,1000,0.05,1.3333333333333333,0.05677980584792799
442,Graph-Aware,13,1000,0.05,1.3333333333333333,0.10230192975358601
443,Graph-Agnostic-VR,13,1000,0.05,1.3333333333333333,-0.0030379190113887415
444,OLS-Prop,13,1000,0.05,1.3333333333333333,-0.30812190111475757
445,OLS-Num,13,1000,0.05,1.3333333333333333,0.050710715835851454
446,Diff-Means-Stnd,13,1000,0.05,1.3333333333333333,-0.6246256968109488
447,Diff-Means-Frac,13,1000,0.05,1.3333333333333333,-0.7406027192842787
448,Graph-Agnostic,14,1000,0.05,1.3333333333333333,-0.11591045437528955
449,Graph-Aware,14,1000,0.05,1.3333333333333333,-0.09603300839123115
450,Graph-Agnostic-VR,14,1000,0.05,1.3333333333333333,-0.0176782826392107
451,OLS-Prop,14,1000,0.05,1.3333333333333333,-0.2256949901908865
452,OLS-Num,14,1000,0.05,1.3333333333333333,0.010175123069019595
453,Diff-Means-Stnd,14,1000,0.05,1.3333333333333333,-0.5887280783148694
454,Diff-Means-Frac,14,1000,0.05,1.3333333333333333,-0.6917603946585212
455,Graph-Agnostic,15,1000,0.05,1.3333333333333333,0.20870408092118334
456,Graph-Aware,15,1000,0.05,1.3333333333333333,0.23118211535352537
457,Graph-Agnostic-VR,15,1000,0.05,1.3333333333333333,-0.009258950064603736
458,OLS-Prop,15,1000,0.05,1.3333333333333333,-0.31583228606770436
459,OLS-Num,15,1000,0.05,1.3333333333333333,0.040514825737075634
460,Diff-Means-Stnd,15,1000,0.05,1.3333333333333333,-0.6407227619295986
461,Diff-Means-Frac,15,1000,0.05,1.3333333333333333,-0.7252583443294717
462,Graph-Agnostic,16,1000,0.05,1.3333333333333333,-0.0920424110872462
463,Graph-Aware,16,1000,0.05,1.3333333333333333,-0.08439160528006816
464,Graph-Agnostic-VR,16,1000,0.05,1.3333333333333333,0.0809018915628021
465,OLS-Prop,16,1000,0.05,1.3333333333333333,-0.26196973961218323
466,OLS-Num,16,1000,0.05,1.3333333333333333,0.16898164208320515
467,Diff-Means-Stnd,16,1000,0.05,1.3333333333333333,-0.6154233684553969
468,Diff-Means-Frac,16,1000,0.05,1.3333333333333333,-0.6876850110570114
469,Graph-Agnostic,17,1000,0.05,1.3333333333333333,-0.22394936467428356
470,Graph-Aware,17,1000,0.05,1.3333333333333333,-0.17641822883344124
471,Graph-Agnostic-VR,17,1000,0.05,1.3333333333333333,-0.1181242780389586
472,OLS-Prop,17,1000,0.05,1.3333333333333333,-0.30661331196017794
473,OLS-Num,17,1000,0.05,1.3333333333333333,-0.11138458885251282
474,Diff-Means-Stnd,17,1000,0.05,1.3333333333333333,-0.5991743960058564
475,Diff-Means-Frac,17,1000,0.05,1.3333333333333333,-0.7315991732299714
476,Graph-Agnostic,18,1000,0.05,1.3333333333333333,0.05098809354600678
477,Graph-Aware,18,1000,0.05,1.3333333333333333,0.09887885817149313
478,Graph-Agnostic-VR,18,1000,0.05,1.3333333333333333,0.1180724399425604
479,OLS-Prop,18,1000,0.05,1.3333333333333333,-0.22097921299634832
480,OLS-Num,18,1000,0.05,1.3333333333333333,0.17382058359012606
481,Diff-Means-Stnd,18,1000,0.05,1.3333333333333333,-0.5399511204721473
482,Diff-Means-Frac,18,1000,0.05,1.3333333333333333,-0.6971478369188152
483,Graph-Agnostic,19,1000,0.05,1.3333333333333333,-0.10427949987806345
484,Graph-Aware,19,1000,0.05,1.3333333333333333,-0.05290623439247127
485,Graph-Agnostic-VR,19,1000,0.05,1.3333333333333333,0.01786420468401868
486,OLS-Prop,19,1000,0.05,1.3333333333333333,-0.23372159941589601
487,OLS-Num,19,1000,0.05,1.3333333333333333,0.03153569209126674
488,Diff-Means-Stnd,19,1000,0.05,1.3333333333333333,-0.5614696200505139
489,Diff-Means-Frac,19,1000,0.05,1.3333333333333333,-0.6930342161240427
490,Graph-Agnostic,20,1000,0.05,1.3333333333333333,0.032914282999842476
491,Graph-Aware,20,1000,0.05,1.3333333333333333,-0.013392059722549952
492,Graph-Agnostic-VR,20,1000,0.05,1.3333333333333333,0.012661061764551375
493,OLS-Prop,20,1000,0.05,1.3333333333333333,-0.22356139984653675
494,OLS-Num,20,1000,0.05,1.3333333333333333,0.1232088489697044
495,Diff-Means-Stnd,20,1000,0.05,1.3333333333333333,-0.6126396649162805
496,Diff-Means-Frac,20,1000,0.05,1.3333333333333333,-0.7009579741553628
497,Graph-Agnostic,21,1000,0.05,1.3333333333333333,-0.18947856048208356
498,Graph-Aware,21,1000,0.05,1.3333333333333333,-0.19947505583827413
499,Graph-Agnostic-VR,21,1000,0.05,1.3333333333333333,-0.07895290963873138
500,OLS-Prop,21,1000,0.05,1.3333333333333333,-0.21800809490289325
501,OLS-Num,21,1000,0.05,1.3333333333333333,-0.039382512672721456
502,Diff-Means-Stnd,21,1000,0.05,1.3333333333333333,-0.6059993085155987
503,Diff-Means-Frac,21,1000,0.05,1.3333333333333333,-0.6952857942579351
504,Graph-Agnostic,22,1000,0.05,1.3333333333333333,-0.12218478703896238
505,Graph-Aware,22,1000,0.05,1.3333333333333333,-0.12887514753816948
506,Graph-Agnostic-VR,22,1000,0.05,1.3333333333333333,-0.045853029390176527
507,OLS-Prop,22,1000,0.05,1.3333333333333333,-0.2810742254713007
508,OLS-Num,22,1000,0.05,1.3333333333333333,0.05073176019883716
509,Diff-Means-Stnd,22,1000,0.05,1.3333333333333333,-0.5454182048762647
510,Diff-Means-Frac,22,1000,0.05,1.3333333333333333,-0.7215458781789715
511,Graph-Agnostic,23,1000,0.05,1.3333333333333333,-0.2691034462199044
512,Graph-Aware,23,1000,0.05,1.3333333333333333,-0.24310141959584963
513,Graph-Agnostic-VR,23,1000,0.05,1.3333333333333333,0.07484787320602299
514,OLS-Prop,23,1000,0.05,1.3333333333333333,-0.18821711967269922
515,OLS-Num,23,1000,0.05,1.3333333333333333,0.10889082732515747
516,Diff-Means-Stnd,23,1000,0.05,1.3333333333333333,-0.5466420218962152
517,Diff-Means-Frac,23,1000,0.05,1.3333333333333333,-0.6590022849834789
518,Graph-Agnostic,24,1000,0.05,1.3333333333333333,-0.030355610000166983
519,Graph-Aware,24,1000,0.05,1.3333333333333333,-0.012513762491539324
520,Graph-Agnostic-VR,24,1000,0.05,1.3333333333333333,-0.030355610000166983
521,OLS-Prop,24,1000,0.05,1.3333333333333333,-0.2477652938784017
522,OLS-Num,24,1000,0.05,1.3333333333333333,-0.0066343210129491065
523,Diff-Means-Stnd,24,1000,0.05,1.3333333333333333,-0.5977522078947491
524,Diff-Means-Frac,24,1000,0.05,1.3333333333333333,-0.7178169941236623
525,Graph-Agnostic,25,1000,0.05,1.3333333333333333,0.3820653580113635
526,Graph-Aware,25,1000,0.05,1.3333333333333333,0.3666389204509155
527,Graph-Agnostic-VR,25,1000,0.05,1.3333333333333333,0.03139205821743549
528,OLS-Prop,25,1000,0.05,1.3333333333333333,-0.217316243274699
529,OLS-Num,25,1000,0.05,1.3333333333333333,0.06307829997621114
530,Diff-Means-Stnd,25,1000,0.05,1.3333333333333333,-0.5814271808220783
531,Diff-Means-Frac,25,1000,0.05,1.3333333333333333,-0.6914550835469317
532,Graph-Agnostic,26,1000,0.05,1.3333333333333333,0.19713135607757565
533,Graph-Aware,26,1000,0.05,1.3333333333333333,0.17201437000557682
534,Graph-Agnostic-VR,26,1000,0.05,1.3333333333333333,0.08830123279779602
535,OLS-Prop,26,1000,0.05,1.3333333333333333,-0.19709888990850505
536,OLS-Num,26,1000,0.05,1.3333333333333333,0.2259902205349709
537,Diff-Means-Stnd,26,1000,0.05,1.3333333333333333,-0.4968988881040131
538,Diff-Means-Frac,26,1000,0.05,1.3333333333333333,-0.6904274819966619
539,Graph-Agnostic,27,1000,0.05,1.3333333333333333,0.10183500389056209
540,Graph-Aware,27,1000,0.05,1.3333333333333333,0.08027434501248683
541,Graph-Agnostic-VR,27,1000,0.05,1.3333333333333333,0.05945673451015581
542,OLS-Prop,27,1000,0.05,1.3333333333333333,-0.2086070571906429
543,OLS-Num,27,1000,0.05,1.3333333333333333,0.18798196872360975
544,Diff-Means-Stnd,27,1000,0.05,1.3333333333333333,-0.5603503026865863
545,Diff-Means-Frac,27,1000,0.05,1.3333333333333333,-0.7094212429549167
546,Graph-Agnostic,28,1000,0.05,1.3333333333333333,0.06660818509119601
547,Graph-Aware,28,1000,0.05,1.3333333333333333,0.012689581681872673
548,Graph-Agnostic-VR,28,1000,0.05,1.3333333333333333,-0.012399828619262919
549,OLS-Prop,28,1000,0.05,1.3333333333333333,-0.23311979675659167
550,OLS-Num,28,1000,0.05,1.3333333333333333,0.08092703263067898
551,Diff-Means-Stnd,28,1000,0.05,1.3333333333333333,-0.5894588226151737
552,Diff-Means-Frac,28,1000,0.05,1.3333333333333333,-0.6952287453739874
553,Graph-Agnostic,29,1000,0.05,1.3333333333333333,-0.17454688586355352
554,Graph-Aware,29,1000,0.05,1.3333333333333333,-0.19474132265559074
555,Graph-Agnostic-VR,29,1000,0.05,1.3333333333333333,-0.01731772126613512
556,OLS-Prop,29,1000,0.05,1.3333333333333333,-0.2887688024074533
557,OLS-Num,29,1000,0.05,1.3333333333333333,0.10938664772511639
558,Diff-Means-Stnd,29,1000,0.05,1.3333333333333333,-0.6371757013501551
559,Diff-Means-Frac,29,1000,0.05,1.3333333333333333,-0.7239900630890893
560,Graph-Agnostic,30,1000,0.05,1.3333333333333333,0.11346483604650548
561,Graph-Aware,30,1000,0.05,1.3333333333333333,0.12463418455622718
562,Graph-Agnostic-VR,30,1000,0.05,1.3333333333333333,0.07063926542933222
563,OLS-Prop,30,1000,0.05,1.3333333333333333,-0.21870794272810035
564,OLS-Num,30,1000,0.05,1.3333333333333333,0.10999506396473985
565,Diff-Means-Stnd,30,1000,0.05,1.3333333333333333,-0.6088379491745342
566,Diff-Means-Frac,30,1000,0.05,1.3333333333333333,-0.6996902722754682
567,Graph-Agnostic,31,1000,0.05,1.3333333333333333,0.26193469335847913
568,Graph-Aware,31,1000,0.05,1.3333333333333333,0.22511123009372216
569,Graph-Agnostic-VR,31,1000,0.05,1.3333333333333333,-0.02928100510886234
570,OLS-Prop,31,1000,0.05,1.3333333333333333,-0.2696644387158103
571,OLS-Num,31,1000,0.05,1.3333333333333333,0.08413625526297591
572,Diff-Means-Stnd,31,1000,0.05,1.3333333333333333,-0.5609085114844595
573,Diff-Means-Frac,31,1000,0.05,1.3333333333333333,-0.7204571300408881
574,Graph-Agnostic,32,1000,0.05,1.3333333333333333,-0.12017364404586636
575,Graph-Aware,32,1000,0.05,1.3333333333333333,-0.11677832355735533
576,Graph-Agnostic-VR,32,1000,0.05,1.3333333333333333,-0.00019732277939353234
577,OLS-Prop,32,1000,0.05,1.3333333333333333,-0.2419502813682108
578,OLS-Num,32,1000,0.05,1.3333333333333333,0.19512529151055902
579,Diff-Means-Stnd,32,1000,0.05,1.3333333333333333,-0.670701218216445
580,Diff-Means-Frac,32,1000,0.05,1.3333333333333333,-0.725760032904211
581,Graph-Agnostic,33,1000,0.05,1.3333333333333333,0.014568376847719439
582,Graph-Aware,33,1000,0.05,1.3333333333333333,0.008155178215430825
583,Graph-Agnostic-VR,33,1000,0.05,1.3333333333333333,0.014568376847719439
584,OLS-Prop,33,1000,0.05,1.3333333333333333,-0.2582183858346091
585,OLS-Num,33,1000,0.05,1.3333333333333333,0.20741508606100734
586,Diff-Means-Stnd,33,1000,0.05,1.3333333333333333,-0.5888281766217451
587,Diff-Means-Frac,33,1000,0.05,1.3333333333333333,-0.7153421107172597
588,Graph-Agnostic,34,1000,0.05,1.3333333333333333,-0.16802580503792316
589,Graph-Aware,34,1000,0.05,1.3333333333333333,-0.14035391520250812
590,Graph-Agnostic-VR,34,1000,0.05,1.3333333333333333,0.014602676783020534
591,OLS-Prop,34,1000,0.05,1.3333333333333333,-0.19097688242876187
592,OLS-Num,34,1000,0.05,1.3333333333333333,0.06200779449325352
593,Diff-Means-Stnd,34,1000,0.05,1.3333333333333333,-0.5702615813659353
594,Diff-Means-Frac,34,1000,0.05,1.3333333333333333,-0.6991778845197397
595,Graph-Agnostic,35,1000,0.05,1.3333333333333333,0.04235289787441196
596,Graph-Aware,35,1000,0.05,1.3333333333333333,-0.0028709510395493894
597,Graph-Agnostic-VR,35,1000,0.05,1.3333333333333333,0.0022624018023191324
598,OLS-Prop,35,1000,0.05,1.3333333333333333,-0.26124384535393863
599,OLS-Num,35,1000,0.05,1.3333333333333333,0.19137872537118625
600,Diff-Means-Stnd,35,1000,0.05,1.3333333333333333,-0.6204419248869145
601,Diff-Means-Frac,35,1000,0.05,1.3333333333333333,-0.6871503974992137
602,Graph-Agnostic,36,1000,0.05,1.3333333333333333,-0.11515339692180766
603,Graph-Aware,36,1000,0.05,1.3333333333333333,-0.007697709355509797
604,Graph-Agnostic-VR,36,1000,0.05,1.3333333333333333,0.16427184615551624
605,OLS-Prop,36,1000,0.05,1.3333333333333333,-0.1473745558619329
606,OLS-Num,36,1000,0.05,1.3333333333333333,0.17392888836697493
607,Diff-Means-Stnd,36,1000,0.05,1.3333333333333333,-0.5238246887633146
608,Diff-Means-Frac,36,1000,0.05,1.3333333333333333,-0.6570710365506832
609,Graph-Agnostic,37,1000,0.05,1.3333333333333333,-0.025560621613592297
610,Graph-Aware,37,1000,0.05,1.3333333333333333,-0.04904618030667312
611,Graph-Agnostic-VR,37,1000,0.05,1.3333333333333333,-0.025560621613592297
612,OLS-Prop,37,1000,0.05,1.3333333333333333,-0.2296924267360441
613,OLS-Num,37,1000,0.05,1.3333333333333333,0.12120919343773522
614,Diff-Means-Stnd,37,1000,0.05,1.3333333333333333,-0.6222815564560021
615,Diff-Means-Frac,37,1000,0.05,1.3333333333333333,-0.7249461515255831
616,Graph-Agnostic,38,1000,0.05,1.3333333333333333,0.07088643513734412
617,Graph-Aware,38,1000,0.05,1.3333333333333333,0.043456853295429684
618,Graph-Agnostic-VR,38,1000,0.05,1.3333333333333333,0.04988866189935691
619,OLS-Prop,38,1000,0.05,1.3333333333333333,-0.22948412029967688
620,OLS-Num,38,1000,0.05,1.3333333333333333,0.1881189742227265
621,Diff-Means-Stnd,38,1000,0.05,1.3333333333333333,-0.5505586314665398
622,Diff-Means-Frac,38,1000,0.05,1.3333333333333333,-0.7140183281325145
623,Graph-Agnostic,39,1000,0.05,1.3333333333333333,-0.13567109890653195
624,Graph-Aware,39,1000,0.05,1.3333333333333333,-0.10045175873344381
625,Graph-Agnostic-VR,39,1000,0.05,1.3333333333333333,0.02896297749222387
626,OLS-Prop,39,1000,0.05,1.3333333333333333,-0.1567256149185318
627,OLS-Num,39,1000,0.05,1.3333333333333333,0.08450516073879193
628,Diff-Means-Stnd,39,1000,0.05,1.3333333333333333,-0.5684121720001633
629,Diff-Means-Frac,39,1000,0.05,1.3333333333333333,-0.6904292124142721
630,Graph-Agnostic,40,1000,0.05,1.3333333333333333,-0.16162295514057745
631,Graph-Aware,40,1000,0.05,1.3333333333333333,-0.1291619090171611
632,Graph-Agnostic-VR,40,1000,0.05,1.3333333333333333,-0.06846995015619715
633,OLS-Prop,40,1000,0.05,1.3333333333333333,-0.3089939902466051
634,OLS-Num,40,1000,0.05,1.3333333333333333,-0.06020154336328731
635,Diff-Means-Stnd,40,1000,0.05,1.3333333333333333,-0.6144519726144825
636,Diff-Means-Frac,40,1000,0.05,1.3333333333333333,-0.7359404339930369
637,Graph-Agnostic,41,1000,0.05,1.3333333333333333,0.09451241709595723
638,Graph-Aware,41,1000,0.05,1.3333333333333333,0.03235592597365109
639,Graph-Agnostic-VR,41,1000,0.05,1.3333333333333333,-0.03990138851231824
640,OLS-Prop,41,1000,0.05,1.3333333333333333,-0.32755757879938624
641,OLS-Num,41,1000,0.05,1.3333333333333333,0.08671470530750648
642,Diff-Means-Stnd,41,1000,0.05,1.3333333333333333,-0.5885196290803227
643,Diff-Means-Frac,41,1000,0.05,1.3333333333333333,-0.7328446754862193
644,Graph-Agnostic,42,1000,0.05,1.3333333333333333,0.07468516926758477
645,Graph-Aware,42,1000,0.05,1.3333333333333333,0.028982479133273353
646,Graph-Agnostic-VR,42,1000,0.05,1.3333333333333333,0.03335112429575458
647,OLS-Prop,42,1000,0.05,1.3333333333333333,-0.2389953131917891
648,OLS-Num,42,1000,0.05,1.3333333333333333,0.16374588937712295
649,Diff-Means-Stnd,42,1000,0.05,1.3333333333333333,-0.5959569338521821
650,Diff-Means-Frac,42,1000,0.05,1.3333333333333333,-0.7052248631076711
651,Graph-Agnostic,43,1000,0.05,1.3333333333333333,-0.03975660673073272
652,Graph-Aware,43,1000,0.05,1.3333333333333333,-0.011527571449886831
653,Graph-Agnostic-VR,43,1000,0.05,1.3333333333333333,-0.05858490855954196
