,Estimator,rep,n,p,ratio,Bias
3514,Graph-Agnostic,2,18000,0.05,1.3333333333333333,0.04370481803819993
3515,Graph-Aware,2,18000,0.05,1.3333333333333333,0.04532293893220117
3516,Graph-Agnostic-VR,2,18000,0.05,1.3333333333333333,-0.012266733717791845
3517,OLS-Prop,2,18000,0.05,1.3333333333333333,-0.28115866463351347
3518,OLS-Num,2,18000,0.05,1.3333333333333333,0.39911684519424423
3519,Diff-Means-Stnd,2,18000,0.05,1.3333333333333333,-0.5772796981435793
3520,Diff-Means-Frac,2,18000,0.05,1.3333333333333333,-0.7143894918424428
3521,Graph-Agnostic,3,18000,0.05,1.3333333333333333,0.05978316973942907
3522,Graph-Aware,3,18000,0.05,1.3333333333333333,0.053935599157207574
3523,Graph-Agnostic-VR,3,18000,0.05,1.3333333333333333,0.010386496573608258
3524,OLS-Prop,3,18000,0.05,1.3333333333333333,-0.24810116645825592
3525,OLS-Num,3,18000,0.05,1.3333333333333333,0.5459914704011413
3526,Diff-Means-Stnd,3,18000,0.05,1.3333333333333333,-0.568516718432713
3527,Diff-Means-Frac,3,18000,0.05,1.3333333333333333,-0.7137109817811752
3528,Graph-Agnostic,4,18000,0.05,1.3333333333333333,-0.007805030762273867
3529,Graph-Aware,4,18000,0.05,1.3333333333333333,0.004647091574171058
3530,Graph-Agnostic-VR,4,18000,0.05,1.3333333333333333,0.004471847372276162
3531,OLS-Prop,4,18000,0.05,1.3333333333333333,-0.269473761602304
3532,OLS-Num,4,18000,0.05,1.3333333333333333,0.4291072744410879
3533,Diff-Means-Stnd,4,18000,0.05,1.3333333333333333,-0.5741024094767122
3534,Diff-Means-Frac,4,18000,0.05,1.3333333333333333,-0.7104249064506543
3535,Graph-Agnostic,5,18000,0.05,1.3333333333333333,0.06596375465860202
3536,Graph-Aware,5,18000,0.05,1.3333333333333333,0.03928800365060571
3537,Graph-Agnostic-VR,5,18000,0.05,1.3333333333333333,-0.008917996701712968
3538,OLS-Prop,5,18000,0.05,1.3333333333333333,-0.2756883511121912
3539,OLS-Num,5,18000,0.05,1.3333333333333333,0.5517017897736407
3540,Diff-Means-Stnd,5,18000,0.05,1.3333333333333333,-0.5901524652700098
3541,Diff-Means-Frac,5,18000,0.05,1.3333333333333333,-0.7204734027200504
3542,Graph-Agnostic,6,18000,0.05,1.3333333333333333,0.06035659003132111
3543,Graph-Aware,6,18000,0.05,1.3333333333333333,0.06741419010724983
3544,Graph-Agnostic-VR,6,18000,0.05,1.3333333333333333,0.025049335153801266
3545,OLS-Prop,6,18000,0.05,1.3333333333333333,-0.27264770965108726
3546,OLS-Num,6,18000,0.05,1.3333333333333333,0.4521039345514723
3547,Diff-Means-Stnd,6,18000,0.05,1.3333333333333333,-0.5821622919202518
3548,Diff-Means-Frac,6,18000,0.05,1.3333333333333333,-0.7182510979611033
3549,Graph-Agnostic,7,18000,0.05,1.3333333333333333,0.05125652225150209
3550,Graph-Aware,7,18000,0.05,1.3333333333333333,0.0545557740148315
3551,Graph-Agnostic-VR,7,18000,0.05,1.3333333333333333,0.008668304932144886
3552,OLS-Prop,7,18000,0.05,1.3333333333333333,-0.246013941969449
3553,OLS-Num,7,18000,0.05,1.3333333333333333,0.5276778690158889
3554,Diff-Means-Stnd,7,18000,0.05,1.3333333333333333,-0.5576005942186096
3555,Diff-Means-Frac,7,18000,0.05,1.3333333333333333,-0.7075727578544793
3556,Graph-Agnostic,8,18000,0.05,1.3333333333333333,-0.0492445435212941
3557,Graph-Aware,8,18000,0.05,1.3333333333333333,-0.03829643662324588
3558,Graph-Agnostic-VR,8,18000,0.05,1.3333333333333333,-0.010774669559727971
3559,OLS-Prop,8,18000,0.05,1.3333333333333333,-0.2808921396191829
3560,OLS-Num,8,18000,0.05,1.3333333333333333,0.3867786713974364
3561,Diff-Means-Stnd,8,18000,0.05,1.3333333333333333,-0.5796135599369392
3562,Diff-Means-Frac,8,18000,0.05,1.3333333333333333,-0.7180114349475167
3563,Graph-Agnostic,9,18000,0.05,1.3333333333333333,-0.01744556059572525
3564,Graph-Aware,9,18000,0.05,1.3333333333333333,-0.01549771958147892
3565,Graph-Agnostic-VR,9,18000,0.05,1.3333333333333333,-0.004167797901072898
3566,OLS-Prop,9,18000,0.05,1.3333333333333333,-0.2644775393162334
3567,OLS-Num,9,18000,0.05,1.3333333333333333,0.4498871739723483
3568,Diff-Means-Stnd,9,18000,0.05,1.3333333333333333,-0.577805828067112
3569,Diff-Means-Frac,9,18000,0.05,1.3333333333333333,-0.7193137907249616
3570,Graph-Agnostic,10,18000,0.05,1.3333333333333333,0.0065286895629247796
3571,Graph-Aware,10,18000,0.05,1.3333333333333333,-0.009428226717116638
3572,Graph-Agnostic-VR,10,18000,0.05,1.3333333333333333,-0.015352368905834482
3573,OLS-Prop,10,18000,0.05,1.3333333333333333,-0.30231961441690464
3574,OLS-Num,10,18000,0.05,1.3333333333333333,0.49038357849423625
3575,Diff-Means-Stnd,10,18000,0.05,1.3333333333333333,-0.5881822159882284
3576,Diff-Means-Frac,10,18000,0.05,1.3333333333333333,-0.7258247501111236
3577,Graph-Agnostic,11,18000,0.05,1.3333333333333333,0.001590838149569878
3578,Graph-Aware,11,18000,0.05,1.3333333333333333,0.008371914251285828
3579,Graph-Agnostic-VR,11,18000,0.05,1.3333333333333333,-0.009415654577348415
3580,OLS-Prop,11,18000,0.05,1.3333333333333333,-0.2806955831916598
3581,OLS-Num,11,18000,0.05,1.3333333333333333,0.4193931902419519
3582,Diff-Means-Stnd,11,18000,0.05,1.3333333333333333,-0.5871384302210066
3583,Diff-Means-Frac,11,18000,0.05,1.3333333333333333,-0.7183552749037191
3584,Graph-Agnostic,12,18000,0.05,1.3333333333333333,0.03054776161438933
3585,Graph-Aware,12,18000,0.05,1.3333333333333333,0.027851128137633213
3586,Graph-Agnostic-VR,12,18000,0.05,1.3333333333333333,-0.010146226837833078
3587,OLS-Prop,12,18000,0.05,1.3333333333333333,-0.27330850690482494
3588,OLS-Num,12,18000,0.05,1.3333333333333333,0.5072075794004817
3589,Diff-Means-Stnd,12,18000,0.05,1.3333333333333333,-0.5800839068384737
3590,Diff-Means-Frac,12,18000,0.05,1.3333333333333333,-0.7188594091061997
3591,Graph-Agnostic,13,18000,0.05,1.3333333333333333,-0.04558325985278176
3592,Graph-Aware,13,18000,0.05,1.3333333333333333,-0.04192082623387291
3593,Graph-Agnostic-VR,13,18000,0.05,1.3333333333333333,-2.9026621075255562e-05
3594,OLS-Prop,13,18000,0.05,1.3333333333333333,-0.26433155300637334
3595,OLS-Num,13,18000,0.05,1.3333333333333333,0.41535475361965596
3596,Diff-Means-Stnd,13,18000,0.05,1.3333333333333333,-0.5813058442440947
3597,Diff-Means-Frac,13,18000,0.05,1.3333333333333333,-0.7173781097581371
3598,Graph-Agnostic,14,18000,0.05,1.3333333333333333,-0.05246243093090757
3599,Graph-Aware,14,18000,0.05,1.3333333333333333,-0.0563678349816963
3600,Graph-Agnostic-VR,14,18000,0.05,1.3333333333333333,0.0044567869990378905
3601,OLS-Prop,14,18000,0.05,1.3333333333333333,-0.2667182090997358
3602,OLS-Num,14,18000,0.05,1.3333333333333333,0.378758698774745
3603,Diff-Means-Stnd,14,18000,0.05,1.3333333333333333,-0.5832369917702551
3604,Diff-Means-Frac,14,18000,0.05,1.3333333333333333,-0.7062337534215579
3605,Graph-Agnostic,15,18000,0.05,1.3333333333333333,0.04004980237967451
3606,Graph-Aware,15,18000,0.05,1.3333333333333333,0.0452139135664079
3607,Graph-Agnostic-VR,15,18000,0.05,1.3333333333333333,0.017440024067072808
3608,OLS-Prop,15,18000,0.05,1.3333333333333333,-0.2656837604586623
3609,OLS-Num,15,18000,0.05,1.3333333333333333,0.4526010468727465
3610,Diff-Means-Stnd,15,18000,0.05,1.3333333333333333,-0.5862257365065009
3611,Diff-Means-Frac,15,18000,0.05,1.3333333333333333,-0.713706182131543
3612,Graph-Agnostic,16,18000,0.05,1.3333333333333333,0.061976151643590216
3613,Graph-Aware,16,18000,0.05,1.3333333333333333,0.051981133876899954
3614,Graph-Agnostic-VR,16,18000,0.05,1.3333333333333333,0.00186429400338698
3615,OLS-Prop,16,18000,0.05,1.3333333333333333,-0.26955135687752474
3616,OLS-Num,16,18000,0.05,1.3333333333333333,0.41541843210349916
3617,Diff-Means-Stnd,16,18000,0.05,1.3333333333333333,-0.5796845684026101
3618,Diff-Means-Frac,16,18000,0.05,1.3333333333333333,-0.7169714146359853
3619,Graph-Agnostic,17,18000,0.05,1.3333333333333333,0.017004793201646926
3620,Graph-Aware,17,18000,0.05,1.3333333333333333,0.019594809477413138
3621,Graph-Agnostic-VR,17,18000,0.05,1.3333333333333333,0.009155803617951753
3622,OLS-Prop,17,18000,0.05,1.3333333333333333,-0.2552071751339462
3623,OLS-Num,17,18000,0.05,1.3333333333333333,0.34993574439725433
3624,Diff-Means-Stnd,17,18000,0.05,1.3333333333333333,-0.5726739740489819
3625,Diff-Means-Frac,17,18000,0.05,1.3333333333333333,-0.7129368453164177
3626,Graph-Agnostic,18,18000,0.05,1.3333333333333333,-0.06360073744292669
3627,Graph-Aware,18,18000,0.05,1.3333333333333333,-0.05196406166674511
3628,Graph-Agnostic-VR,18,18000,0.05,1.3333333333333333,-0.022320955566860822
3629,OLS-Prop,18,18000,0.05,1.3333333333333333,-0.27190126463178205
3630,OLS-Num,18,18000,0.05,1.3333333333333333,0.40418875329952403
3631,Diff-Means-Stnd,18,18000,0.05,1.3333333333333333,-0.5815101004008684
3632,Diff-Means-Frac,18,18000,0.05,1.3333333333333333,-0.7183924351770155
3633,Graph-Agnostic,19,18000,0.05,1.3333333333333333,0.048580475574644184
3634,Graph-Aware,19,18000,0.05,1.3333333333333333,0.04367926285791249
3635,Graph-Agnostic-VR,19,18000,0.05,1.3333333333333333,0.01149242016846706
3636,OLS-Prop,19,18000,0.05,1.3333333333333333,-0.2007493951849544
3637,OLS-Num,19,18000,0.05,1.3333333333333333,0.4616169075196906
3638,Diff-Means-Stnd,19,18000,0.05,1.3333333333333333,-0.5141993182575658
3639,Diff-Means-Frac,19,18000,0.05,1.3333333333333333,-0.7104602766025107
3640,Graph-Agnostic,20,18000,0.05,1.3333333333333333,-0.006805185779328414
3641,Graph-Aware,20,18000,0.05,1.3333333333333333,-0.0017381884877763082
3642,Graph-Agnostic-VR,20,18000,0.05,1.3333333333333333,-0.013382634880127559
3643,OLS-Prop,20,18000,0.05,1.3333333333333333,-0.262706962481171
3644,OLS-Num,20,18000,0.05,1.3333333333333333,0.44061985094034994
3645,Diff-Means-Stnd,20,18000,0.05,1.3333333333333333,-0.5796302978567044
3646,Diff-Means-Frac,20,18000,0.05,1.3333333333333333,-0.7165864541731404
3647,Graph-Agnostic,21,18000,0.05,1.3333333333333333,-0.010071233213348529
3648,Graph-Aware,21,18000,0.05,1.3333333333333333,0.004189118437056807
3649,Graph-Agnostic-VR,21,18000,0.05,1.3333333333333333,-7.195274075614119e-05
3650,OLS-Prop,21,18000,0.05,1.3333333333333333,-0.2666961970158541
3651,OLS-Num,21,18000,0.05,1.3333333333333333,0.41426063091186155
3652,Diff-Means-Stnd,21,18000,0.05,1.3333333333333333,-0.5729118542895425
3653,Diff-Means-Frac,21,18000,0.05,1.3333333333333333,-0.7179896867215669
3654,Graph-Agnostic,22,18000,0.05,1.3333333333333333,0.025093816894107543
3655,Graph-Aware,22,18000,0.05,1.3333333333333333,0.015484831222367122
3656,Graph-Agnostic-VR,22,18000,0.05,1.3333333333333333,-0.0026114214003278174
3657,OLS-Prop,22,18000,0.05,1.3333333333333333,-0.2747152692598262
3658,OLS-Num,22,18000,0.05,1.3333333333333333,0.425261844026754
3659,Diff-Means-Stnd,22,18000,0.05,1.3333333333333333,-0.5801980921036071
3660,Diff-Means-Frac,22,18000,0.05,1.3333333333333333,-0.7155205315793666
3661,Graph-Agnostic,23,18000,0.05,1.3333333333333333,0.027362304789947074
3662,Graph-Aware,23,18000,0.05,1.3333333333333333,0.018753058726892313
3663,Graph-Agnostic-VR,23,18000,0.05,1.3333333333333333,-0.018443657843999574
3664,OLS-Prop,23,18000,0.05,1.3333333333333333,-0.28066367455424146
3665,OLS-Num,23,18000,0.05,1.3333333333333333,0.43676100985615457
3666,Diff-Means-Stnd,23,18000,0.05,1.3333333333333333,-0.5818801252787204
3667,Diff-Means-Frac,23,18000,0.05,1.3333333333333333,-0.7223639595487833
3668,Graph-Agnostic,24,18000,0.05,1.3333333333333333,0.023692633778102108
3669,Graph-Aware,24,18000,0.05,1.3333333333333333,0.0055923054954852315
3670,Graph-Agnostic-VR,24,18000,0.05,1.3333333333333333,-0.0018165001080261895
3671,OLS-Prop,24,18000,0.05,1.3333333333333333,-0.25644986955538873
3672,OLS-Num,24,18000,0.05,1.3333333333333333,0.5151632279332882
3673,Diff-Means-Stnd,24,18000,0.05,1.3333333333333333,-0.5615945633741211
3674,Diff-Means-Frac,24,18000,0.05,1.3333333333333333,-0.7198336392309069
3675,Graph-Agnostic,25,18000,0.05,1.3333333333333333,0.02222223186222156
3676,Graph-Aware,25,18000,0.05,1.3333333333333333,0.023812535598992993
3677,Graph-Agnostic-VR,25,18000,0.05,1.3333333333333333,0.005464490356283505
3678,OLS-Prop,25,18000,0.05,1.3333333333333333,-0.26833343265202003
3679,OLS-Num,25,18000,0.05,1.3333333333333333,0.5217386403453976
3680,Diff-Means-Stnd,25,18000,0.05,1.3333333333333333,-0.574284221303144
3681,Diff-Means-Frac,25,18000,0.05,1.3333333333333333,-0.7144552387142675
3682,Graph-Agnostic,26,18000,0.05,1.3333333333333333,-0.027620906429831154
3683,Graph-Aware,26,18000,0.05,1.3333333333333333,-0.018940267816716712
3684,Graph-Agnostic-VR,26,18000,0.05,1.3333333333333333,0.005909407141554071
3685,OLS-Prop,26,18000,0.05,1.3333333333333333,-0.24667755815220635
3686,OLS-Num,26,18000,0.05,1.3333333333333333,0.4638164635298343
3687,Diff-Means-Stnd,26,18000,0.05,1.3333333333333333,-0.5625330219490725
3688,Diff-Means-Frac,26,18000,0.05,1.3333333333333333,-0.7054388349895362
3689,Graph-Agnostic,27,18000,0.05,1.3333333333333333,0.05328636619207018
3690,Graph-Aware,27,18000,0.05,1.3333333333333333,0.052058298910510385
3691,Graph-Agnostic-VR,27,18000,0.05,1.3333333333333333,0.02703979368674233
3692,OLS-Prop,27,18000,0.05,1.3333333333333333,-0.2505003854134235
3693,OLS-Num,27,18000,0.05,1.3333333333333333,0.4017043613349759
3694,Diff-Means-Stnd,27,18000,0.05,1.3333333333333333,-0.5546963061007443
3695,Diff-Means-Frac,27,18000,0.05,1.3333333333333333,-0.7012587127850283
3696,Graph-Agnostic,28,18000,0.05,1.3333333333333333,0.044201165074947917
3697,Graph-Aware,28,18000,0.05,1.3333333333333333,0.024247389540147917
3698,Graph-Agnostic-VR,28,18000,0.05,1.3333333333333333,0.006189559494061158
3699,OLS-Prop,28,18000,0.05,1.3333333333333333,-0.26704031958774377
3700,OLS-Num,28,18000,0.05,1.3333333333333333,0.5430231086624312
3701,Diff-Means-Stnd,28,18000,0.05,1.3333333333333333,-0.5628960428410862
3702,Diff-Means-Frac,28,18000,0.05,1.3333333333333333,-0.7118626158830716
3703,Graph-Agnostic,29,18000,0.05,1.3333333333333333,-0.0034918557339876513
3704,Graph-Aware,29,18000,0.05,1.3333333333333333,0.0014351407057994234
3705,Graph-Agnostic-VR,29,18000,0.05,1.3333333333333333,0.004319518297212828
3706,OLS-Prop,29,18000,0.05,1.3333333333333333,-0.26319161804181856
3707,OLS-Num,29,18000,0.05,1.3333333333333333,0.5343259127641483
3708,Diff-Means-Stnd,29,18000,0.05,1.3333333333333333,-0.5709413004648716
3709,Diff-Means-Frac,29,18000,0.05,1.3333333333333333,-0.7165411854695212
3710,Graph-Agnostic,30,18000,0.05,1.3333333333333333,-0.04216964246567137
3711,Graph-Aware,30,18000,0.05,1.3333333333333333,-0.0428556799386612
3712,Graph-Agnostic-VR,30,18000,0.05,1.3333333333333333,-0.00685792421555796
3713,OLS-Prop,30,18000,0.05,1.3333333333333333,-0.26830019046902215
3714,OLS-Num,30,18000,0.05,1.3333333333333333,0.46871902818564953
3715,Diff-Means-Stnd,30,18000,0.05,1.3333333333333333,-0.5710294368955096
3716,Diff-Means-Frac,30,18000,0.05,1.3333333333333333,-0.7095756599928432
3717,Graph-Agnostic,31,18000,0.05,1.3333333333333333,-0.04157152379171409
3718,Graph-Aware,31,18000,0.05,1.3333333333333333,-0.02148265948557507
3719,Graph-Agnostic-VR,31,18000,0.05,1.3333333333333333,0.007693491340487568
3720,OLS-Prop,31,18000,0.05,1.3333333333333333,-0.2575650642017236
3721,OLS-Num,31,18000,0.05,1.3333333333333333,0.4518208607650869
3722,Diff-Means-Stnd,31,18000,0.05,1.3333333333333333,-0.5761841303183581
3723,Diff-Means-Frac,31,18000,0.05,1.3333333333333333,-0.714667489615859
3724,Graph-Agnostic,32,18000,0.05,1.3333333333333333,0.030955416196805995
3725,Graph-Aware,32,18000,0.05,1.3333333333333333,0.024709778568507826
3726,Graph-Agnostic-VR,32,18000,0.05,1.3333333333333333,0.006355612339615313
3727,OLS-Prop,32,18000,0.05,1.3333333333333333,-0.26627525293724275
3728,OLS-Num,32,18000,0.05,1.3333333333333333,0.4388343903139838
3729,Diff-Means-Stnd,32,18000,0.05,1.3333333333333333,-0.5704616145224181
3730,Diff-Means-Frac,32,18000,0.05,1.3333333333333333,-0.7112719314251545
3731,Graph-Agnostic,33,18000,0.05,1.3333333333333333,0.035801970324125486
3732,Graph-Aware,33,18000,0.05,1.3333333333333333,0.03372862422935841
3733,Graph-Agnostic-VR,33,18000,0.05,1.3333333333333333,-0.011429720793517546
3734,OLS-Prop,33,18000,0.05,1.3333333333333333,-0.27292854405231703
3735,OLS-Num,33,18000,0.05,1.3333333333333333,0.46251540039346317
3736,Diff-Means-Stnd,33,18000,0.05,1.3333333333333333,-0.5761143902626141
3737,Diff-Means-Frac,33,18000,0.05,1.3333333333333333,-0.7251196100929715
3738,Graph-Agnostic,34,18000,0.05,1.3333333333333333,0.03614889068982966
3739,Graph-Aware,34,18000,0.05,1.3333333333333333,0.02529925136389654
3740,Graph-Agnostic-VR,34,18000,0.05,1.3333333333333333,-0.010048830551118106
3741,OLS-Prop,34,18000,0.05,1.3333333333333333,-0.2649574430292391
3742,OLS-Num,34,18000,0.05,1.3333333333333333,0.4719070922602784
3743,Diff-Means-Stnd,34,18000,0.05,1.3333333333333333,-0.5707067067322554
3744,Diff-Means-Frac,34,18000,0.05,1.3333333333333333,-0.7186228963814069
3745,Graph-Agnostic,35,18000,0.05,1.3333333333333333,-0.015566399138731066
3746,Graph-Aware,35,18000,0.05,1.3333333333333333,-0.01259474108977345
3747,Graph-Agnostic-VR,35,18000,0.05,1.3333333333333333,0.0045240825114989044
3748,OLS-Prop,35,18000,0.05,1.3333333333333333,-0.26380337221452155
3749,OLS-Num,35,18000,0.05,1.3333333333333333,0.4633024157477073
3750,Diff-Means-Stnd,35,18000,0.05,1.3333333333333333,-0.5878446003283634
3751,Diff-Means-Frac,35,18000,0.05,1.3333333333333333,-0.7053966811237273
3752,Graph-Agnostic,36,18000,0.05,1.3333333333333333,-0.04933975949987241
3753,Graph-Aware,36,18000,0.05,1.3333333333333333,-0.04195295577458927
3754,Graph-Agnostic-VR,36,18000,0.05,1.3333333333333333,0.0030412854045895315
3755,OLS-Prop,36,18000,0.05,1.3333333333333333,-0.25652002949403163
3756,OLS-Num,36,18000,0.05,1.3333333333333333,0.45711576854434527
3757,Diff-Means-Stnd,36,18000,0.05,1.3333333333333333,-0.5689130931163077
3758,Diff-Means-Frac,36,18000,0.05,1.3333333333333333,-0.710318209590728
3759,Graph-Agnostic,37,18000,0.05,1.3333333333333333,0.010412011489901705
3760,Graph-Aware,37,18000,0.05,1.3333333333333333,0.00661436273695722
3761,Graph-Agnostic-VR,37,18000,0.05,1.3333333333333333,-0.007237106614725465
3762,OLS-Prop,37,18000,0.05,1.3333333333333333,-0.2604676433312111
3763,OLS-Num,37,18000,0.05,1.3333333333333333,0.4495687727828734
3764,Diff-Means-Stnd,37,18000,0.05,1.3333333333333333,-0.5688270014455946
3765,Diff-Means-Frac,37,18000,0.05,1.3333333333333333,-0.7193277779193867
3766,Graph-Agnostic,38,18000,0.05,1.3333333333333333,-0.013469696128742083
3767,Graph-Aware,38,18000,0.05,1.3333333333333333,-0.012624462068167778
3768,Graph-Agnostic-VR,38,18000,0.05,1.3333333333333333,-0.017834874464455565
3769,OLS-Prop,38,18000,0.05,1.3333333333333333,-0.2845940607767145
3770,OLS-Num,38,18000,0.05,1.3333333333333333,0.45041969011951893
3771,Diff-Means-Stnd,38,18000,0.05,1.3333333333333333,-0.5897511672739938
3772,Diff-Means-Frac,38,18000,0.05,1.3333333333333333,-0.7206216279113129
3773,Graph-Agnostic,39,18000,0.05,1.3333333333333333,-0.05303813243834905
3774,Graph-Aware,39,18000,0.05,1.3333333333333333,-0.03265285927022518
3775,Graph-Agnostic-VR,39,18000,0.05,1.3333333333333333,0.007406242086862613
3776,OLS-Prop,39,18000,0.05,1.3333333333333333,-0.2526482079986155
3777,OLS-Num,39,18000,0.05,1.3333333333333333,0.38933039404864866
3778,Diff-Means-Stnd,39,18000,0.05,1.3333333333333333,-0.5706485875883557
3779,Diff-Means-Frac,39,18000,0.05,1.3333333333333333,-0.7124891508197293
3780,Graph-Agnostic,40,18000,0.05,1.3333333333333333,0.020504166828346077
3781,Graph-Aware,40,18000,0.05,1.3333333333333333,0.01060383553420847
3782,Graph-Agnostic-VR,40,18000,0.05,1.3333333333333333,0.00818194307959542
3783,OLS-Prop,40,18000,0.05,1.3333333333333333,-0.26379677626156955
3784,OLS-Num,40,18000,0.05,1.3333333333333333,0.5920888341919941
3785,Diff-Means-Stnd,40,18000,0.05,1.3333333333333333,-0.5684102125598595
3786,Diff-Means-Frac,40,18000,0.05,1.3333333333333333,-0.7127987669954404
3787,Graph-Agnostic,41,18000,0.05,1.3333333333333333,0.031141557012225762
3788,Graph-Aware,41,18000,0.05,1.3333333333333333,0.025181151478736265
3789,Graph-Agnostic-VR,41,18000,0.05,1.3333333333333333,0.020932234665570055
3790,OLS-Prop,41,18000,0.05,1.3333333333333333,-0.24032131147092334
3791,OLS-Num,41,18000,0.05,1.3333333333333333,0.4879782936039715
3792,Diff-Means-Stnd,41,18000,0.05,1.3333333333333333,-0.5568266026215387
3793,Diff-Means-Frac,41,18000,0.05,1.3333333333333333,-0.7047628564255233
3794,Graph-Agnostic,42,18000,0.05,1.3333333333333333,0.03322588335361498
3795,Graph-Aware,42,18000,0.05,1.3333333333333333,0.023874232633163107
3796,Graph-Agnostic-VR,42,18000,0.05,1.3333333333333333,-0.011792460129379964
3797,OLS-Prop,42,18000,0.05,1.3333333333333333,-0.28556250377436976
3798,OLS-Num,42,18000,0.05,1.3333333333333333,0.47131412225155206
3799,Diff-Means-Stnd,42,18000,0.05,1.3333333333333333,-0.5820780226176527
3800,Diff-Means-Frac,42,18000,0.05,1.3333333333333333,-0.7208179691091465
3801,Graph-Agnostic,43,18000,0.05,1.3333333333333333,-0.07389045538466667
3802,Graph-Aware,43,18000,0.05,1.3333333333333333,-0.06251372544408798
3803,Graph-Agnostic-VR,43,18000,0.05,1.3333333333333333,-0.015940271365053126
3804,OLS-Prop,43,18000,0.05,1.3333333333333333,-0.27654703664211905
3805,OLS-Num,43,18000,0.05,1.3333333333333333,0.33329771240593503
3806,Diff-Means-Stnd,43,18000,0.05,1.3333333333333333,-0.5804254738029931
3807,Diff-Means-Frac,43,18000,0.05,1.3333333333333333,-0.7158286436838374
3808,Graph-Agnostic,44,18000,0.05,1.3333333333333333,-0.059884430008740774
3809,Graph-Aware,44,18000,0.05,1.3333333333333333,-0.058213192280691974
3810,Graph-Agnostic-VR,44,18000,0.05,1.3333333333333333,-0.013864786722455363
3811,OLS-Prop,44,18000,0.05,1.3333333333333333,-0.2837421537966636
3812,OLS-Num,44,18000,0.05,1.3333333333333333,0.34665856549657365
3813,Diff-Means-Stnd,44,18000,0.05,1.3333333333333333,-0.5839097889440463
3814,Diff-Means-Frac,44,18000,0.05,1.3333333333333333,-0.7160431605320444
3815,Graph-Agnostic,45,18000,0.05,1.3333333333333333,-0.01927755540535499
3816,Graph-Aware,45,18000,0.05,1.3333333333333333,-0.0160929946579139
3817,Graph-Agnostic-VR,45,18000,0.05,1.3333333333333333,0.0030115910627051623
3818,OLS-Prop,45,18000,0.05,1.3333333333333333,-0.2478679795400644
3819,OLS-Num,45,18000,0.05,1.3333333333333333,0.4970935702292948
3820,Diff-Means-Stnd,45,18000,0.05,1.3333333333333333,-0.557388621521304
3821,Diff-Means-Frac,45,18000,0.05,1.3333333333333333,-0.7100667771879065
3822,Graph-Agnostic,46,18000,0.05,1.3333333333333333,0.010747971857972247
3823,Graph-Aware,46,18000,0.05,1.3333333333333333,0.0025450677991913535
3824,Graph-Agnostic-VR,46,18000,0.05,1.3333333333333333,-0.0058216670249453
3825,OLS-Prop,46,18000,0.05,1.3333333333333333,-0.2685334731513926
3826,OLS-Num,46,18000,0.05,1.3333333333333333,0.4452268530557178
3827,Diff-Means-Stnd,46,18000,0.05,1.3333333333333333,-0.5870689205288513
3828,Diff-Means-Frac,46,18000,0.05,1.3333333333333333,-0.7188685672143836
3829,Graph-Agnostic,47,18000,0.05,1.3333333333333333,-0.021340767276416938
3830,Graph-Aware,47,18000,0.05,1.3333333333333333,-0.023197813176353364
3831,Graph-Agnostic-VR,47,18000,0.05,1.3333333333333333,-0.0191611253327119
3832,OLS-Prop,47,18000,0.05,1.3333333333333333,-0.27855159488281456
3833,OLS-Num,47,18000,0.05,1.3333333333333333,0.4655384471251525
3834,Diff-Means-Stnd,47,18000,0.05,1.3333333333333333,-0.5847691280910483
3835,Diff-Means-Frac,47,18000,0.05,1.3333333333333333,-0.7232708895038942
3836,Graph-Agnostic,48,18000,0.05,1.3333333333333333,0.04209401962689084
3837,Graph-Aware,48,18000,0.05,1.3333333333333333,0.03613269177983476
3838,Graph-Agnostic-VR,48,18000,0.05,1.3333333333333333,0.02838225621074758
3839,OLS-Prop,48,18000,0.05,1.3333333333333333,-0.2438836770261522
3840,OLS-Num,48,18000,0.05,1.3333333333333333,0.49686831293079187
3841,Diff-Means-Stnd,48,18000,0.05,1.3333333333333333,-0.5655727449864699
3842,Diff-Means-Frac,48,18000,0.05,1.3333333333333333,-0.7060640829340074
3843,Graph-Agnostic,49,18000,0.05,1.3333333333333333,0.029069942595790106
3844,Graph-Aware,49,18000,0.05,1.3333333333333333,0.02516970978441665
3845,Graph-Agnostic-VR,49,18000,0.05,1.3333333333333333,-0.014720267727435048
3846,OLS-Prop,49,18000,0.05,1.3333333333333333,-0.2759478999338879
3847,OLS-Num,49,18000,0.05,1.3333333333333333,0.36345710199823333
3848,Diff-Means-Stnd,49,18000,0.05,1.3333333333333333,-0.580143313299611
3849,Diff-Means-Frac,49,18000,0.05,1.3333333333333333,-0.7210589397411792
3850,Graph-Agnostic,0,20000,0.05,1.3333333333333333,0.005851052848052934
3851,Graph-Aware,0,20000,0.05,1.3333333333333333,0.009653158295845649
3852,Graph-Agnostic-VR,0,20000,0.05,1.3333333333333333,-0.02439277124340167
3853,OLS-Prop,0,20000,0.05,1.3333333333333333,-0.27003930879939714
3854,OLS-Num,0,20000,0.05,1.3333333333333333,0.058169382614927344
3855,Diff-Means-Stnd,0,20000,0.05,1.3333333333333333,-0.5747307437027255
3856,Diff-Means-Frac,0,20000,0.05,1.3333333333333333,-0.7174295438790577
3857,Graph-Agnostic,1,20000,0.05,1.3333333333333333,0.006979360860963108
3858,Graph-Aware,1,20000,0.05,1.3333333333333333,-0.005162863206482371
